Inception3   line 1 cols 1-10 is T_Identifier 
1            line 138 cols 48-48 is T_IntConstant (value = 1)
)            line 138 cols 49-49 is ')' 
,            line 138 cols 50-50 is ',' 
stride       line 138 cols 52-57 is T_stride 
=            line 138 cols 58-58 is '=' 
(            line 138 cols 59-59 is '(' 
1            line 138 cols 60-60 is T_IntConstant (value = 1)
,            line 138 cols 61-61 is ',' 
1            line 138 cols 63-63 is T_IntConstant (value = 1)
)            line 138 cols 64-64 is ')' 
,            line 138 cols 65-65 is ',' 
bias         line 138 cols 67-70 is T_bias 
=            line 138 cols 71-71 is '=' 
False        line 138 cols 72-76 is T_BoolConstant (value = false)
)            line 138 cols 77-77 is ')' 
(            line 139 cols 7-7 is '(' 
bn           line 139 cols 8-9 is T_Identifier 
)            line 139 cols 10-10 is ')' 
:            line 139 cols 11-11 is ':' 
BatchNorm2d  line 139 cols 13-23 is T_BatchNorm2d 
(            line 139 cols 24-24 is '(' 
128          line 139 cols 25-27 is T_IntConstant (value = 128)
,            line 139 cols 28-28 is ',' 
eps          line 139 cols 30-32 is T_eps 
=            line 139 cols 33-33 is '=' 
0.001        line 139 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 139 cols 39-39 is ',' 
momentum     line 139 cols 41-48 is T_momentum 
=            line 139 cols 49-49 is '=' 
0.1          line 139 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 139 cols 53-53 is ',' 
affine       line 139 cols 55-60 is T_Identifier 
=            line 139 cols 61-61 is '=' 
True         line 139 cols 62-65 is T_BoolConstant (value = true)
,            line 139 cols 66-66 is ',' 
track_running_stats line 139 cols 68-86 is T_track_running_stats 
=            line 139 cols 87-87 is '=' 
True         line 139 cols 88-91 is T_BoolConstant (value = true)
)            line 139 cols 92-92 is ')' 
)            line 140 cols 5-5 is ')' 
(            line 141 cols 5-5 is '(' 
branch7x7_2  line 141 cols 6-16 is T_Identifier 
)            line 141 cols 17-17 is ')' 
:            line 141 cols 18-18 is ':' 
BasicConv2d  line 141 cols 20-30 is T_Identifier 
(            line 141 cols 31-31 is '(' 
(            line 142 cols 7-7 is '(' 
conv         line 142 cols 8-11 is T_Identifier 
)            line 142 cols 12-12 is ')' 
:            line 142 cols 13-13 is ':' 
Conv2d       line 142 cols 15-20 is T_Conv2d 
(            line 142 cols 21-21 is '(' 
128          line 142 cols 22-24 is T_IntConstant (value = 128)
,            line 142 cols 25-25 is ',' 
128          line 142 cols 27-29 is T_IntConstant (value = 128)
,            line 142 cols 30-30 is ',' 
kernel_size  line 142 cols 32-42 is T_kernel_size 
=            line 142 cols 43-43 is '=' 
(            line 142 cols 44-44 is '(' 
1            line 142 cols 45-45 is T_IntConstant (value = 1)
,            line 142 cols 46-46 is ',' 
7            line 142 cols 48-48 is T_IntConstant (value = 7)
)            line 142 cols 49-49 is ')' 
,            line 142 cols 50-50 is ',' 
stride       line 142 cols 52-57 is T_stride 
=            line 142 cols 58-58 is '=' 
(            line 142 cols 59-59 is '(' 
1            line 142 cols 60-60 is T_IntConstant (value = 1)
,            line 142 cols 61-61 is ',' 
1            line 142 cols 63-63 is T_IntConstant (value = 1)
)            line 142 cols 64-64 is ')' 
,            line 142 cols 65-65 is ',' 
padding      line 142 cols 67-73 is T_padding 
=            line 142 cols 74-74 is '=' 
(            line 142 cols 75-75 is '(' 
0            line 142 cols 76-76 is T_IntConstant (value = 0)
,            line 142 cols 77-77 is ',' 
3            line 142 cols 79-79 is T_IntConstant (value = 3)
)            line 142 cols 80-80 is ')' 
,            line 142 cols 81-81 is ',' 
bias         line 142 cols 83-86 is T_bias 
=            line 142 cols 87-87 is '=' 
False        line 142 cols 88-92 is T_BoolConstant (value = false)
)            line 142 cols 93-93 is ')' 
(            line 143 cols 7-7 is '(' 
bn           line 143 cols 8-9 is T_Identifier 
)            line 143 cols 10-10 is ')' 
:            line 143 cols 11-11 is ':' 
BatchNorm2d  line 143 cols 13-23 is T_BatchNorm2d 
(            line 143 cols 24-24 is '(' 
128          line 143 cols 25-27 is T_IntConstant (value = 128)
,            line 143 cols 28-28 is ',' 
eps          line 143 cols 30-32 is T_eps 
=            line 143 cols 33-33 is '=' 
0.001        line 143 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 143 cols 39-39 is ',' 
momentum     line 143 cols 41-48 is T_momentum 
=            line 143 cols 49-49 is '=' 
0.1          line 143 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 143 cols 53-53 is ',' 
affine       line 143 cols 55-60 is T_Identifier 
=            line 143 cols 61-61 is '=' 
True         line 143 cols 62-65 is T_BoolConstant (value = true)
,            line 143 cols 66-66 is ',' 
track_running_stats line 143 cols 68-86 is T_track_running_stats 
=            line 143 cols 87-87 is '=' 
True         line 143 cols 88-91 is T_BoolConstant (value = true)
)            line 143 cols 92-92 is ')' 
)            line 144 cols 5-5 is ')' 
(            line 145 cols 5-5 is '(' 
branch7x7_3  line 145 cols 6-16 is T_Identifier 
)            line 145 cols 17-17 is ')' 
:            line 145 cols 18-18 is ':' 
BasicConv2d  line 145 cols 20-30 is T_Identifier 
(            line 145 cols 31-31 is '(' 
(            line 146 cols 7-7 is '(' 
conv         line 146 cols 8-11 is T_Identifier 
)            line 146 cols 12-12 is ')' 
:            line 146 cols 13-13 is ':' 
Conv2d       line 146 cols 15-20 is T_Conv2d 
(            line 146 cols 21-21 is '(' 
128          line 146 cols 22-24 is T_IntConstant (value = 128)
,            line 146 cols 25-25 is ',' 
192          line 146 cols 27-29 is T_IntConstant (value = 192)
,            line 146 cols 30-30 is ',' 
kernel_size  line 146 cols 32-42 is T_kernel_size 
=            line 146 cols 43-43 is '=' 
(            line 146 cols 44-44 is '(' 
7            line 146 cols 45-45 is T_IntConstant (value = 7)
,            line 146 cols 46-46 is ',' 
1            line 146 cols 48-48 is T_IntConstant (value = 1)
)            line 146 cols 49-49 is ')' 
,            line 146 cols 50-50 is ',' 
stride       line 146 cols 52-57 is T_stride 
=            line 146 cols 58-58 is '=' 
(            line 146 cols 59-59 is '(' 
1            line 146 cols 60-60 is T_IntConstant (value = 1)
,            line 146 cols 61-61 is ',' 
1            line 146 cols 63-63 is T_IntConstant (value = 1)
)            line 146 cols 64-64 is ')' 
,            line 146 cols 65-65 is ',' 
padding      line 146 cols 67-73 is T_padding 
=            line 146 cols 74-74 is '=' 
(            line 146 cols 75-75 is '(' 
3            line 146 cols 76-76 is T_IntConstant (value = 3)
,            line 146 cols 77-77 is ',' 
0            line 146 cols 79-79 is T_IntConstant (value = 0)
)            line 146 cols 80-80 is ')' 
,            line 146 cols 81-81 is ',' 
bias         line 146 cols 83-86 is T_bias 
=            line 146 cols 87-87 is '=' 
False        line 146 cols 88-92 is T_BoolConstant (value = false)
)            line 146 cols 93-93 is ')' 
(            line 147 cols 7-7 is '(' 
bn           line 147 cols 8-9 is T_Identifier 
)            line 147 cols 10-10 is ')' 
:            line 147 cols 11-11 is ':' 
BatchNorm2d  line 147 cols 13-23 is T_BatchNorm2d 
(            line 147 cols 24-24 is '(' 
192          line 147 cols 25-27 is T_IntConstant (value = 192)
,            line 147 cols 28-28 is ',' 
eps          line 147 cols 30-32 is T_eps 
=            line 147 cols 33-33 is '=' 
0.001        line 147 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 147 cols 39-39 is ',' 
momentum     line 147 cols 41-48 is T_momentum 
=            line 147 cols 49-49 is '=' 
0.1          line 147 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 147 cols 53-53 is ',' 
affine       line 147 cols 55-60 is T_Identifier 
=            line 147 cols 61-61 is '=' 
True         line 147 cols 62-65 is T_BoolConstant (value = true)
,            line 147 cols 66-66 is ',' 
track_running_stats line 147 cols 68-86 is T_track_running_stats 
=            line 147 cols 87-87 is '=' 
True         line 147 cols 88-91 is T_BoolConstant (value = true)
)            line 147 cols 92-92 is ')' 
)            line 148 cols 5-5 is ')' 
(            line 149 cols 5-5 is '(' 
branch7x7dbl_1 line 149 cols 6-19 is T_Identifier 
)            line 149 cols 20-20 is ')' 
:            line 149 cols 21-21 is ':' 
BasicConv2d  line 149 cols 23-33 is T_Identifier 
(            line 149 cols 34-34 is '(' 
(            line 150 cols 7-7 is '(' 
conv         line 150 cols 8-11 is T_Identifier 
)            line 150 cols 12-12 is ')' 
:            line 150 cols 13-13 is ':' 
Conv2d       line 150 cols 15-20 is T_Conv2d 
(            line 150 cols 21-21 is '(' 
768          line 150 cols 22-24 is T_IntConstant (value = 768)
,            line 150 cols 25-25 is ',' 
128          line 150 cols 27-29 is T_IntConstant (value = 128)
,            line 150 cols 30-30 is ',' 
kernel_size  line 150 cols 32-42 is T_kernel_size 
=            line 150 cols 43-43 is '=' 
(            line 150 cols 44-44 is '(' 
1            line 150 cols 45-45 is T_IntConstant (value = 1)
,            line 150 cols 46-46 is ',' 
1            line 150 cols 48-48 is T_IntConstant (value = 1)
)            line 150 cols 49-49 is ')' 
,            line 150 cols 50-50 is ',' 
stride       line 150 cols 52-57 is T_stride 
=            line 150 cols 58-58 is '=' 
(            line 150 cols 59-59 is '(' 
1            line 150 cols 60-60 is T_IntConstant (value = 1)
,            line 150 cols 61-61 is ',' 
1            line 150 cols 63-63 is T_IntConstant (value = 1)
)            line 150 cols 64-64 is ')' 
,            line 150 cols 65-65 is ',' 
bias         line 150 cols 67-70 is T_bias 
=            line 150 cols 71-71 is '=' 
False        line 150 cols 72-76 is T_BoolConstant (value = false)
)            line 150 cols 77-77 is ')' 
(            line 151 cols 7-7 is '(' 
bn           line 151 cols 8-9 is T_Identifier 
)            line 151 cols 10-10 is ')' 
:            line 151 cols 11-11 is ':' 
BatchNorm2d  line 151 cols 13-23 is T_BatchNorm2d 
(            line 151 cols 24-24 is '(' 
128          line 151 cols 25-27 is T_IntConstant (value = 128)
,            line 151 cols 28-28 is ',' 
eps          line 151 cols 30-32 is T_eps 
=            line 151 cols 33-33 is '=' 
0.001        line 151 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 151 cols 39-39 is ',' 
momentum     line 151 cols 41-48 is T_momentum 
=            line 151 cols 49-49 is '=' 
0.1          line 151 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 151 cols 53-53 is ',' 
affine       line 151 cols 55-60 is T_Identifier 
=            line 151 cols 61-61 is '=' 
True         line 151 cols 62-65 is T_BoolConstant (value = true)
,            line 151 cols 66-66 is ',' 
track_running_stats line 151 cols 68-86 is T_track_running_stats 
=            line 151 cols 87-87 is '=' 
True         line 151 cols 88-91 is T_BoolConstant (value = true)
)            line 151 cols 92-92 is ')' 
)            line 152 cols 5-5 is ')' 
(            line 153 cols 5-5 is '(' 
branch7x7dbl_2 line 153 cols 6-19 is T_Identifier 
)            line 153 cols 20-20 is ')' 
:            line 153 cols 21-21 is ':' 
BasicConv2d  line 153 cols 23-33 is T_Identifier 
(            line 153 cols 34-34 is '(' 
(            line 154 cols 7-7 is '(' 
conv         line 154 cols 8-11 is T_Identifier 
)            line 154 cols 12-12 is ')' 
:            line 154 cols 13-13 is ':' 
Conv2d       line 154 cols 15-20 is T_Conv2d 
(            line 154 cols 21-21 is '(' 
128          line 154 cols 22-24 is T_IntConstant (value = 128)
,            line 154 cols 25-25 is ',' 
128          line 154 cols 27-29 is T_IntConstant (value = 128)
,            line 154 cols 30-30 is ',' 
kernel_size  line 154 cols 32-42 is T_kernel_size 
=            line 154 cols 43-43 is '=' 
(            line 154 cols 44-44 is '(' 
7            line 154 cols 45-45 is T_IntConstant (value = 7)
,            line 154 cols 46-46 is ',' 
1            line 154 cols 48-48 is T_IntConstant (value = 1)
)            line 154 cols 49-49 is ')' 
,            line 154 cols 50-50 is ',' 
stride       line 154 cols 52-57 is T_stride 
=            line 154 cols 58-58 is '=' 
(            line 154 cols 59-59 is '(' 
1            line 154 cols 60-60 is T_IntConstant (value = 1)
,            line 154 cols 61-61 is ',' 
1            line 154 cols 63-63 is T_IntConstant (value = 1)
)            line 154 cols 64-64 is ')' 
,            line 154 cols 65-65 is ',' 
padding      line 154 cols 67-73 is T_padding 
=            line 154 cols 74-74 is '=' 
(            line 154 cols 75-75 is '(' 
3            line 154 cols 76-76 is T_IntConstant (value = 3)
,            line 154 cols 77-77 is ',' 
0            line 154 cols 79-79 is T_IntConstant (value = 0)
)            line 154 cols 80-80 is ')' 
,            line 154 cols 81-81 is ',' 
bias         line 154 cols 83-86 is T_bias 
=            line 154 cols 87-87 is '=' 
False        line 154 cols 88-92 is T_BoolConstant (value = false)
)            line 154 cols 93-93 is ')' 
(            line 155 cols 7-7 is '(' 
bn           line 155 cols 8-9 is T_Identifier 
)            line 155 cols 10-10 is ')' 
:            line 155 cols 11-11 is ':' 
BatchNorm2d  line 155 cols 13-23 is T_BatchNorm2d 
(            line 155 cols 24-24 is '(' 
128          line 155 cols 25-27 is T_IntConstant (value = 128)
,            line 155 cols 28-28 is ',' 
eps          line 155 cols 30-32 is T_eps 
=            line 155 cols 33-33 is '=' 
0.001        line 155 cols 34-38 is T_DoubleConstant (value = 0.001)
,            line 155 cols 39-39 is ',' 
momentum     line 155 cols 41-48 is T_momentum 
=            line 155 cols 49-49 is '=' 
0.1          line 155 cols 50-52 is T_DoubleConstant (value = 0.1)
,            line 155 cols 53-53 is ',' 
affine       line 155 cols 55-60 is T_Identifier 
=            line 155 cols 61-61 is '=' 
True         line 155 cols 62-65 is T_BoolConstant (value = true)
,            line 155 cols 66-66 is ',' 
track_running_stats line 155 cols 68-86 is T_track_running_stats 
=            line 155 cols 87-87 is '=' 
True         line 155 cols 88-91 is T_BoolConstant (value = true)
)            line 155 cols 92-92 is ')' 
)            line 156 cols 5-5 is ')' 
(            line 157 cols 5-5 is '(' 
branch7x7dbl_3 line 157 cols 6-19 is T_Identifier 
)            line 157 cols 20-20 is ')' 
:            line 157 cols 21-21 is ':' 
BasicConv2d  line 157 cols 23-33 is T_Identifier 
(            line 157 cols 34-34 is '(' 
(            line 158 cols 7-7 is '(' 
conv         line 158 cols 8-11 is T_Identifier 
)            line 158 cols 12-12 is ')' 
:            line 158 cols 13-13 is ':' 
Conv2d       line 158 cols 15-20 is T_Conv2d 
(            line 158 cols 21-21 is '(' 
128          line 158 cols 22-24 is T_IntConstant (value = 128)
,            line 158 cols 25-25 is ',' 
128          line 158 cols 27-29 is T_IntConstant (value = 128)
,            line 158 cols 30-30 is ',' 
kernel_size  line 158 cols 32-42 is T_kernel_size 
=            line 158 cols 43-43 is '=' 
(            line 158 cols 44-44 is '(' 
1            line 158 cols 45-45 is T_IntConstant (value = 1)
