DenseNet     line 1 cols 1-8 is T_Identifier 
track_running_stats line 329 cols 73-91 is T_track_running_stats 
=            line 329 cols 92-92 is '=' 
True         line 329 cols 93-96 is T_BoolConstant (value = true)
)            line 329 cols 97-97 is ')' 
(            line 330 cols 9-9 is '(' 
relu1        line 330 cols 10-14 is T_Identifier 
)            line 330 cols 15-15 is ')' 
:            line 330 cols 16-16 is ':' 
ReLU         line 330 cols 18-21 is T_ReLU 
(            line 330 cols 22-22 is '(' 
inplace      line 330 cols 23-29 is T_inplace 
=            line 330 cols 30-30 is '=' 
True         line 330 cols 31-34 is T_BoolConstant (value = true)
)            line 330 cols 35-35 is ')' 
(            line 331 cols 9-9 is '(' 
conv1        line 331 cols 10-14 is T_Identifier 
)            line 331 cols 15-15 is ')' 
:            line 331 cols 16-16 is ':' 
Conv2d       line 331 cols 18-23 is T_Conv2d 
(            line 331 cols 24-24 is '(' 
896          line 331 cols 25-27 is T_IntConstant (value = 896)
,            line 331 cols 28-28 is ',' 
128          line 331 cols 30-32 is T_IntConstant (value = 128)
,            line 331 cols 33-33 is ',' 
kernel_size  line 331 cols 35-45 is T_kernel_size 
=            line 331 cols 46-46 is '=' 
(            line 331 cols 47-47 is '(' 
1            line 331 cols 48-48 is T_IntConstant (value = 1)
,            line 331 cols 49-49 is ',' 
1            line 331 cols 51-51 is T_IntConstant (value = 1)
)            line 331 cols 52-52 is ')' 
,            line 331 cols 53-53 is ',' 
stride       line 331 cols 55-60 is T_stride 
=            line 331 cols 61-61 is '=' 
(            line 331 cols 62-62 is '(' 
1            line 331 cols 63-63 is T_IntConstant (value = 1)
,            line 331 cols 64-64 is ',' 
1            line 331 cols 66-66 is T_IntConstant (value = 1)
)            line 331 cols 67-67 is ')' 
,            line 331 cols 68-68 is ',' 
bias         line 331 cols 70-73 is T_bias 
=            line 331 cols 74-74 is '=' 
False        line 331 cols 75-79 is T_BoolConstant (value = false)
)            line 331 cols 80-80 is ')' 
(            line 332 cols 9-9 is '(' 
norm2        line 332 cols 10-14 is T_Identifier 
)            line 332 cols 15-15 is ')' 
:            line 332 cols 16-16 is ':' 
BatchNorm2d  line 332 cols 18-28 is T_BatchNorm2d 
(            line 332 cols 29-29 is '(' 
128          line 332 cols 30-32 is T_IntConstant (value = 128)
,            line 332 cols 33-33 is ',' 
eps          line 332 cols 35-37 is T_eps 
=            line 332 cols 38-38 is '=' 
1e-05        line 332 cols 39-43 is T_DoubleConstant (value = 1e-05)
,            line 332 cols 44-44 is ',' 
momentum     line 332 cols 46-53 is T_momentum 
=            line 332 cols 54-54 is '=' 
0.1          line 332 cols 55-57 is T_DoubleConstant (value = 0.1)
,            line 332 cols 58-58 is ',' 
affine       line 332 cols 60-65 is T_Identifier 
=            line 332 cols 66-66 is '=' 
True         line 332 cols 67-70 is T_BoolConstant (value = true)
,            line 332 cols 71-71 is ',' 
track_running_stats line 332 cols 73-91 is T_track_running_stats 
=            line 332 cols 92-92 is '=' 
True         line 332 cols 93-96 is T_BoolConstant (value = true)
)            line 332 cols 97-97 is ')' 
(            line 333 cols 9-9 is '(' 
relu2        line 333 cols 10-14 is T_Identifier 
)            line 333 cols 15-15 is ')' 
:            line 333 cols 16-16 is ':' 
ReLU         line 333 cols 18-21 is T_ReLU 
(            line 333 cols 22-22 is '(' 
inplace      line 333 cols 23-29 is T_inplace 
=            line 333 cols 30-30 is '=' 
True         line 333 cols 31-34 is T_BoolConstant (value = true)
)            line 333 cols 35-35 is ')' 
(            line 334 cols 9-9 is '(' 
conv2        line 334 cols 10-14 is T_Identifier 
)            line 334 cols 15-15 is ')' 
:            line 334 cols 16-16 is ':' 
Conv2d       line 334 cols 18-23 is T_Conv2d 
(            line 334 cols 24-24 is '(' 
128          line 334 cols 25-27 is T_IntConstant (value = 128)
,            line 334 cols 28-28 is ',' 
32           line 334 cols 30-31 is T_IntConstant (value = 32)
,            line 334 cols 32-32 is ',' 
kernel_size  line 334 cols 34-44 is T_kernel_size 
=            line 334 cols 45-45 is '=' 
(            line 334 cols 46-46 is '(' 
3            line 334 cols 47-47 is T_IntConstant (value = 3)
,            line 334 cols 48-48 is ',' 
3            line 334 cols 50-50 is T_IntConstant (value = 3)
)            line 334 cols 51-51 is ')' 
,            line 334 cols 52-52 is ',' 
stride       line 334 cols 54-59 is T_stride 
=            line 334 cols 60-60 is '=' 
(            line 334 cols 61-61 is '(' 
1            line 334 cols 62-62 is T_IntConstant (value = 1)
,            line 334 cols 63-63 is ',' 
1            line 334 cols 65-65 is T_IntConstant (value = 1)
)            line 334 cols 66-66 is ')' 
,            line 334 cols 67-67 is ',' 
padding      line 334 cols 69-75 is T_padding 
=            line 334 cols 76-76 is '=' 
(            line 334 cols 77-77 is '(' 
1            line 334 cols 78-78 is T_IntConstant (value = 1)
,            line 334 cols 79-79 is ',' 
1            line 334 cols 81-81 is T_IntConstant (value = 1)
)            line 334 cols 82-82 is ')' 
,            line 334 cols 83-83 is ',' 
bias         line 334 cols 85-88 is T_bias 
=            line 334 cols 89-89 is '=' 
False        line 334 cols 90-94 is T_BoolConstant (value = false)
)            line 334 cols 95-95 is ')' 
)            line 335 cols 7-7 is ')' 
(            line 336 cols 7-7 is '(' 
denselayer22 line 336 cols 8-19 is T_Identifier 
)            line 336 cols 20-20 is ')' 
:            line 336 cols 21-21 is ':' 
_DenseLayer  line 336 cols 23-33 is T_Identifier 
(            line 336 cols 34-34 is '(' 
(            line 337 cols 9-9 is '(' 
norm1        line 337 cols 10-14 is T_Identifier 
)            line 337 cols 15-15 is ')' 
:            line 337 cols 16-16 is ':' 
BatchNorm2d  line 337 cols 18-28 is T_BatchNorm2d 
(            line 337 cols 29-29 is '(' 
928          line 337 cols 30-32 is T_IntConstant (value = 928)
,            line 337 cols 33-33 is ',' 
eps          line 337 cols 35-37 is T_eps 
=            line 337 cols 38-38 is '=' 
1e-05        line 337 cols 39-43 is T_DoubleConstant (value = 1e-05)
,            line 337 cols 44-44 is ',' 
momentum     line 337 cols 46-53 is T_momentum 
=            line 337 cols 54-54 is '=' 
0.1          line 337 cols 55-57 is T_DoubleConstant (value = 0.1)
,            line 337 cols 58-58 is ',' 
affine       line 337 cols 60-65 is T_Identifier 
=            line 337 cols 66-66 is '=' 
True         line 337 cols 67-70 is T_BoolConstant (value = true)
,            line 337 cols 71-71 is ',' 
track_running_stats line 337 cols 73-91 is T_track_running_stats 
=            line 337 cols 92-92 is '=' 
True         line 337 cols 93-96 is T_BoolConstant (value = true)
)            line 337 cols 97-97 is ')' 
(            line 338 cols 9-9 is '(' 
relu1        line 338 cols 10-14 is T_Identifier 
)            line 338 cols 15-15 is ')' 
:            line 338 cols 16-16 is ':' 
ReLU         line 338 cols 18-21 is T_ReLU 
(            line 338 cols 22-22 is '(' 
inplace      line 338 cols 23-29 is T_inplace 
=            line 338 cols 30-30 is '=' 
True         line 338 cols 31-34 is T_BoolConstant (value = true)
)            line 338 cols 35-35 is ')' 
(            line 339 cols 9-9 is '(' 
conv1        line 339 cols 10-14 is T_Identifier 
)            line 339 cols 15-15 is ')' 
:            line 339 cols 16-16 is ':' 
Conv2d       line 339 cols 18-23 is T_Conv2d 
(            line 339 cols 24-24 is '(' 
928          line 339 cols 25-27 is T_IntConstant (value = 928)
,            line 339 cols 28-28 is ',' 
128          line 339 cols 30-32 is T_IntConstant (value = 128)
,            line 339 cols 33-33 is ',' 
kernel_size  line 339 cols 35-45 is T_kernel_size 
=            line 339 cols 46-46 is '=' 
(            line 339 cols 47-47 is '(' 
1            line 339 cols 48-48 is T_IntConstant (value = 1)
,            line 339 cols 49-49 is ',' 
1            line 339 cols 51-51 is T_IntConstant (value = 1)
)            line 339 cols 52-52 is ')' 
,            line 339 cols 53-53 is ',' 
stride       line 339 cols 55-60 is T_stride 
=            line 339 cols 61-61 is '=' 
(            line 339 cols 62-62 is '(' 
1            line 339 cols 63-63 is T_IntConstant (value = 1)
,            line 339 cols 64-64 is ',' 
1            line 339 cols 66-66 is T_IntConstant (value = 1)
)            line 339 cols 67-67 is ')' 
,            line 339 cols 68-68 is ',' 
bias         line 339 cols 70-73 is T_bias 
=            line 339 cols 74-74 is '=' 
False        line 339 cols 75-79 is T_BoolConstant (value = false)
)            line 339 cols 80-80 is ')' 
(            line 340 cols 9-9 is '(' 
norm2        line 340 cols 10-14 is T_Identifier 
)            line 340 cols 15-15 is ')' 
:            line 340 cols 16-16 is ':' 
BatchNorm2d  line 340 cols 18-28 is T_BatchNorm2d 
(            line 340 cols 29-29 is '(' 
128          line 340 cols 30-32 is T_IntConstant (value = 128)
,            line 340 cols 33-33 is ',' 
eps          line 340 cols 35-37 is T_eps 
=            line 340 cols 38-38 is '=' 
1e-05        line 340 cols 39-43 is T_DoubleConstant (value = 1e-05)
,            line 340 cols 44-44 is ',' 
momentum     line 340 cols 46-53 is T_momentum 
=            line 340 cols 54-54 is '=' 
0.1          line 340 cols 55-57 is T_DoubleConstant (value = 0.1)
,            line 340 cols 58-58 is ',' 
affine       line 340 cols 60-65 is T_Identifier 
=            line 340 cols 66-66 is '=' 
True         line 340 cols 67-70 is T_BoolConstant (value = true)
,            line 340 cols 71-71 is ',' 
track_running_stats line 340 cols 73-91 is T_track_running_stats 
=            line 340 cols 92-92 is '=' 
True         line 340 cols 93-96 is T_BoolConstant (value = true)
)            line 340 cols 97-97 is ')' 
(            line 341 cols 9-9 is '(' 
relu2        line 341 cols 10-14 is T_Identifier 
)            line 341 cols 15-15 is ')' 
:            line 341 cols 16-16 is ':' 
ReLU         line 341 cols 18-21 is T_ReLU 
(            line 341 cols 22-22 is '(' 
inplace      line 341 cols 23-29 is T_inplace 
=            line 341 cols 30-30 is '=' 
True         line 341 cols 31-34 is T_BoolConstant (value = true)
)            line 341 cols 35-35 is ')' 
(            line 342 cols 9-9 is '(' 
conv2        line 342 cols 10-14 is T_Identifier 
)            line 342 cols 15-15 is ')' 
:            line 342 cols 16-16 is ':' 
Conv2d       line 342 cols 18-23 is T_Conv2d 
(            line 342 cols 24-24 is '(' 
128          line 342 cols 25-27 is T_IntConstant (value = 128)
,            line 342 cols 28-28 is ',' 
32           line 342 cols 30-31 is T_IntConstant (value = 32)
,            line 342 cols 32-32 is ',' 
kernel_size  line 342 cols 34-44 is T_kernel_size 
=            line 342 cols 45-45 is '=' 
(            line 342 cols 46-46 is '(' 
3            line 342 cols 47-47 is T_IntConstant (value = 3)
,            line 342 cols 48-48 is ',' 
3            line 342 cols 50-50 is T_IntConstant (value = 3)
)            line 342 cols 51-51 is ')' 
,            line 342 cols 52-52 is ',' 
stride       line 342 cols 54-59 is T_stride 
=            line 342 cols 60-60 is '=' 
(            line 342 cols 61-61 is '(' 
1            line 342 cols 62-62 is T_IntConstant (value = 1)
,            line 342 cols 63-63 is ',' 
1            line 342 cols 65-65 is T_IntConstant (value = 1)
)            line 342 cols 66-66 is ')' 
,            line 342 cols 67-67 is ',' 
padding      line 342 cols 69-75 is T_padding 
=            line 342 cols 76-76 is '=' 
(            line 342 cols 77-77 is '(' 
1            line 342 cols 78-78 is T_IntConstant (value = 1)
,            line 342 cols 79-79 is ',' 
1            line 342 cols 81-81 is T_IntConstant (value = 1)
)            line 342 cols 82-82 is ')' 
,            line 342 cols 83-83 is ',' 
bias         line 342 cols 85-88 is T_bias 
=            line 342 cols 89-89 is '=' 
False        line 342 cols 90-94 is T_BoolConstant (value = false)
)            line 342 cols 95-95 is ')' 
)            line 343 cols 7-7 is ')' 
(            line 344 cols 7-7 is '(' 
denselayer23 line 344 cols 8-19 is T_Identifier 
)            line 344 cols 20-20 is ')' 
:            line 344 cols 21-21 is ':' 
_DenseLayer  line 344 cols 23-33 is T_Identifier 
(            line 344 cols 34-34 is '(' 
(            line 345 cols 9-9 is '(' 
norm1        line 345 cols 10-14 is T_Identifier 
)            line 345 cols 15-15 is ')' 
:            line 345 cols 16-16 is ':' 
BatchNorm2d  line 345 cols 18-28 is T_BatchNorm2d 
(            line 345 cols 29-29 is '(' 
960          line 345 cols 30-32 is T_IntConstant (value = 960)
,            line 345 cols 33-33 is ',' 
eps          line 345 cols 35-37 is T_eps 
=            line 345 cols 38-38 is '=' 
1e-05        line 345 cols 39-43 is T_DoubleConstant (value = 1e-05)
,            line 345 cols 44-44 is ',' 
momentum     line 345 cols 46-53 is T_momentum 
=            line 345 cols 54-54 is '=' 
0.1          line 345 cols 55-57 is T_DoubleConstant (value = 0.1)
,            line 345 cols 58-58 is ',' 
affine       line 345 cols 60-65 is T_Identifier 
=            line 345 cols 66-66 is '=' 
True         line 345 cols 67-70 is T_BoolConstant (value = true)
,            line 345 cols 71-71 is ',' 
track_running_stats line 345 cols 73-91 is T_track_running_stats 
=            line 345 cols 92-92 is '=' 
True         line 345 cols 93-96 is T_BoolConstant (value = true)
)            line 345 cols 97-97 is ')' 
(            line 346 cols 9-9 is '(' 
relu1        line 346 cols 10-14 is T_Identifier 
)            line 346 cols 15-15 is ')' 
:            line 346 cols 16-16 is ':' 
ReLU         line 346 cols 18-21 is T_ReLU 
(            line 346 cols 22-22 is '(' 
inplace      line 346 cols 23-29 is T_inplace 
=            line 346 cols 30-30 is '=' 
True         line 346 cols 31-34 is T_BoolConstant (value = true)
)            line 346 cols 35-35 is ')' 
(            line 347 cols 9-9 is '(' 
conv1        line 347 cols 10-14 is T_Identifier 
)            line 347 cols 15-15 is ')' 
:            line 347 cols 16-16 is ':' 
Conv2d       line 347 cols 18-23 is T_Conv2d 
(            line 347 cols 24-24 is '(' 
960          line 347 cols 25-27 is T_IntConstant (value = 960)
,            line 347 cols 28-28 is ',' 
128          line 347 cols 30-32 is T_IntConstant (value = 128)
,            line 347 cols 33-33 is ',' 
kernel_size  line 347 cols 35-45 is T_kernel_size 
=            line 347 cols 46-46 is '=' 
(            line 347 cols 47-47 is '(' 
1            line 347 cols 48-48 is T_IntConstant (value = 1)
,            line 347 cols 49-49 is ',' 
1            line 347 cols 51-51 is T_IntConstant (value = 1)
)            line 347 cols 52-52 is ')' 
,            line 347 cols 53-53 is ',' 
stride       line 347 cols 55-60 is T_stride 
=            line 347 cols 61-61 is '=' 
(            line 347 cols 62-62 is '(' 
1            line 347 cols 63-63 is T_IntConstant (value = 1)
,            line 347 cols 64-64 is ',' 
1            line 347 cols 66-66 is T_IntConstant (value = 1)
